"","NOC","Year","NumAthletes","PctFemale","AvgAge","AvgHeight","AvgWeight","AvgOlympicExp","PctAchievPrevGames","PctPastMedals","Target"
"53","AND","2004","6","0.333333333333333","29.6666666666667","173.333333333333","68.5","1.5","0","0","0"
"54","AND","2008","5","0.4","26.6","169","61.4","1.8","0","0","0"
"55","AND","2012","6","0.333333333333333","32","173.4","68","2.83333333333333","0","0","0"
"56","ANG","1980","11","0.0909090909090909","18.4545454545455","172","61.3636363636364","1","0","0","0"
"57","ANG","1988","24","0.208333333333333","21.2916666666667","170.647058823529","62.9411764705882","1","0","0","0"
"58","ANG","1992","28","0.107142857142857","24.3928571428571","185.285714285714","81.0952380952381","1.21428571428571","0","0","0"
"59","ANG","1996","28","0.535714285714286","25.6071428571429","182.772727272727","79.2272727272727","1.46428571428571","0","0","0"
"60","ANG","2000","30","0.5","26.8","182.785714285714","80.5357142857143","1.76666666666667","0","0","0"
"61","ANG","2004","30","0.533333333333333","26.7","182.9","81.4666666666667","1.8","0","0","0"
"62","ANG","2008","32","0.46875","27.09375","182.84375","79.375","1.75","0","0","0"
"63","ANG","2012","33","0.878787878787879","26.2727272727273","174.666666666667","70.2424242424242","1.36363636363636","0","0","0"
"64","ANT","1976","10","0","22.8888888888889","178.625","71.625","1","0","0","0"
"65","ANT","1984","14","0.285714285714286","21.0714285714286","175.461538461538","65.3846153846154","1","0","0","0"
"66","ANT","1988","15","0.2","22.6666666666667","177.933333333333","64.6","1.4","0","0","0"
"67","ANT","1992","13","0.307692307692308","26.3846153846154","172.5","63.125","1.23076923076923","0","0","0"
"68","ANT","1996","13","0.384615384615385","25.1538461538462","170.833333333333","66.1666666666667","1.23076923076923","0","0","0"
"69","ANT","2000","3","0.333333333333333","29.3333333333333","172.666666666667","72.3333333333333","2.33333333333333","0","0","0"
"70","ANT","2004","5","0.4","20","169","59.8","1.6","0","0","0"
"71","ANT","2008","5","0.2","22.2","176.8","68.4","1.6","0","0","0"
"72","ANT","2012","4","0.5","23","174.25","68","2","0","0","0"
"73","ANZ","1908","32","0","23.9","175.933333333333","67.6666666666667","1.03125","0","0","0.59375"
"74","ANZ","1912","25","0.08","24.8","183.75","78.6666666666667","1.08","0.04","0.04","0.36"
"75","ARG","1900","1","0","23","","","1","0","0","0"
"76","ARG","1908","1","0","","","","1","0","0","0"
"77","ARG","1920","1","0","","","","1","0","0","0"
"78","ARG","1924","77","0","25.2888888888889","177.3","77.625","1","0","0","0.12987012987013"
"79","ARG","1928","82","0","23.4782608695652","172.1","68.7142857142857","1.08536585365854","0","0","0.317073170731707"
"80","ARG","1932","33","0","26.1428571428571","174.53125","70.1428571428571","1.21212121212121","0.0303030303030303","0.0303030303030303","0.121212121212121"
"81","ARG","1936","51","0.0196078431372549","29.8627450980392","169.875","65.6666666666667","1.33333333333333","0.0588235294117647","0.0784313725490196","0.215686274509804"
"82","ARG","1948","199","0.0552763819095477","28.3730158730159","176.96","75.9333333333333","1.04522613065327","0.0050251256281407","0.0050251256281407","0.0552763819095477"
"83","ARG","1952","123","0.0650406504065041","28.504132231405","176.12","78.72","1.35772357723577","0.032520325203252","0.032520325203252","0.0487804878048781"
"84","ARG","1956","35","0.0285714285714286","27.1071428571429","174.428571428571","79.6","1.17142857142857","0.0285714285714286","0.0285714285714286","0.0571428571428571"
"85","ARG","1960","92","0.0108695652173913","27.7173913043478","176.25","74.3804347826087","1.23913043478261","0","0","0.0434782608695652"
"86","ARG","1964","102","0.0588235294117647","27.9705882352941","174.737373737374","74.11","1.31372549019608","0.0392156862745098","0.0490196078431373","0.00980392156862745"
"87","ARG","1968","89","0.0561797752808989","26.0340909090909","175.112359550562","72.9325842696629","1.35955056179775","0.0112359550561798","0.0112359550561798","0.0224719101123595"
"88","ARG","1972","92","0.0434782608695652","26.9673913043478","175.934782608696","74.2282608695652","1.42391304347826","0.0108695652173913","0.0217391304347826","0.0108695652173913"
"89","ARG","1976","69","0.0579710144927536","25.3235294117647","177.15","76.3666666666667","1.42028985507246","0","0","0"
"90","ARG","1984","81","0.123456790123457","25.0123456790123","178.604938271605","75.0617283950617","1.12345679012346","0","0","0"
"91","ARG","1988","118","0.211864406779661","24.9661016949153","179.793103448276","74.0593220338983","1.22033898305085","0","0","0.110169491525424"
"92","ARG","1992","84","0.202380952380952","24.5357142857143","176.56862745098","74.1698113207547","1.36904761904762","0","0","0.0238095238095238"
"93","ARG","1996","179","0.262569832402235","24.877094972067","178.417391304348","76.3813559322034","1.25139664804469","0.0167597765363128","0.0167597765363128","0.111731843575419"
"94","ARG","2000","143","0.314685314685315","25.4895104895105","176.014084507042","73.0281690140845","1.46853146853147","0.013986013986014","0.020979020979021","0.13986013986014"
"95","ARG","2004","152","0.302631578947368","27.1513157894737","177.769736842105","75.9473684210526","1.67763157894737","0.105263157894737","0.111842105263158","0.322368421052632"
"96","ARG","2008","132","0.401515151515151","26.9545454545455","176.515151515152","74.3712121212121","1.66666666666667","0.151515151515152","0.227272727272727","0.386363636363636"
"97","ARG","2012","137","0.291970802919708","27.6204379562044","180.452554744526","78.1617647058823","1.56934306569343","0.109489051094891","0.175182481751825","0.138686131386861"
"98","ARM","1996","32","0.0625","24.5625","170.25","73.8275862068966","1.1875","0.0625","0.09375","0.0625"
"99","ARM","2000","25","0.08","25.48","174.08","75.04","1.4","0","0.04","0.04"
"100","ARM","2004","18","0.111111111111111","26.3888888888889","173.5","78.6666666666667","1.72222222222222","0","0","0"
"101","ARM","2008","25","0.08","24.44","173.458333333333","73.92","1.24","0","0","0.24"
"102","ARM","2012","24","0.166666666666667","25.75","175.875","77","1.5","0.0416666666666667","0.0416666666666667","0.125"
"103","ARU","1988","8","0.5","27.75","171.125","69.5","1.125","0","0","0"
"104","ARU","1992","5","0.2","28","171.25","67.25","1.2","0","0","0"
"105","ARU","1996","3","0","23.3333333333333","175.333333333333","79.3333333333333","1.33333333333333","0","0","0"
"106","ARU","2000","5","0.4","19.6","170.2","61.6","1","0","0","0"
"107","ARU","2004","4","0.25","22","175.75","74","1.75","0","0","0"
"108","ARU","2008","2","0","25.5","186.5","80.5","1","0","0","0"
"109","ARU","2012","4","0.25","23.75","173","87","1","0","0","0"
"110","ASA","1988","6","0","27","179.5","97.25","1","0","0","0"
"111","ASA","1992","3","0","25.6666666666667","","89","1.66666666666667","0","0","0"
"112","ASA","1996","7","0.142857142857143","30.8571428571429","168","91","1.42857142857143","0","0","0"
"113","ASA","2000","4","0.25","27","179.75","103","1.25","0","0","0"
"114","ASA","2004","3","0.333333333333333","30","172","91.6666666666667","2","0","0","0"
"115","ASA","2008","4","0.5","23.5","170","59","1","0","0","0"
"116","ASA","2012","4","0.25","22","171","79.75","1","0","0","0"
"117","AUS","1896","2","0","22","","","1","0","0","1"
"118","AUS","1900","2","0","21.5","178","71","1","0","0","1.5"
"119","AUS","1904","2","0","23.5","","","1","0","0","1"
"120","AUS","1906","4","0","24.25","173.5","62","1","0","0","0.5"
"121","AUS","1920","14","0.142857142857143","25","175.142857142857","67.25","1.07142857142857","0.0714285714285714","0.0714285714285714","0.5"
"122","AUS","1924","36","0.0277777777777778","27.09375","177.846153846154","69.5","1.08333333333333","0.0555555555555556","0.0833333333333333","0.277777777777778"
"123","AUS","1928","19","0.210526315789474","21.8461538461538","178","77.3333333333333","1.10526315789474","0.105263157894737","0.105263157894737","0.157894736842105"
"124","AUS","1932","13","0.307692307692308","26.0833333333333","173.888888888889","82.25","1.38461538461538","0.230769230769231","0.307692307692308","0.384615384615385"
"125","AUS","1936","32","0.125","23.6129032258065","173","71.75","1.125","0.0625","0.09375","0.03125"
"126","AUS","1948","75","0.12","26.0144927536232","180.5","77.8","1.02666666666667","0","0","0.2"
"127","AUS","1952","81","0.123456790123457","24.5375","179.3125","74","1.22222222222222","0.0740740740740741","0.0740740740740741","0.222222222222222"
"128","AUS","1956","298","0.147651006711409","24.9841897233202","177.840909090909","72.1348314606742","1.11744966442953","0.0167785234899329","0.0268456375838926","0.194630872483221"
"129","AUS","1960","190","0.152631578947368","24.4105263157895","176.380952380952","71.6648648648649","1.34210526315789","0.105263157894737","0.105263157894737","0.215789473684211"
"130","AUS","1964","243","0.164609053497942","24.6995884773663","176.544186046512","73","1.32921810699588","0.037037037037037","0.0534979423868313","0.172839506172839"
"131","AUS","1968","130","0.184615384615385","24.5461538461538","176.37984496124","71.4883720930233","1.48461538461538","0.107692307692308","0.123076923076923","0.384615384615385"
"132","AUS","1972","168","0.172619047619048","24.9821428571429","178.281437125749","74.0903614457831","1.38095238095238","0.113095238095238","0.160714285714286","0.101190476190476"
"133","AUS","1976","180","0.188888888888889","25.0782122905028","179.005780346821","74.0115606936416","1.36666666666667","0.0388888888888889","0.0666666666666667","0.127777777777778"
"134","AUS","1980","120","0.233333333333333","23.9083333333333","180.35","76.2916666666667","1.325","0","0","0.108333333333333"
"135","AUS","1984","242","0.301652892561983","24.6776859504132","178.929752066116","74.7754237288136","1.29338842975207","0.0495867768595041","0.0537190082644628","0.202479338842975"
"136","AUS","1988","252","0.285714285714286","25.3650793650794","178.740740740741","74.7119341563786","1.3015873015873","0.0317460317460317","0.0357142857142857","0.138888888888889"
"137","AUS","1992","279","0.329749103942652","24.6989247311828","179.604761904762","75.8267326732673","1.41218637992832","0.0573476702508961","0.0645161290322581","0.200716845878136"
"138","AUS","1996","417","0.400479616306954","25.757793764988","177.762711864407","74.012077294686","1.39808153477218","0.0935251798561151","0.11031175059952","0.309352517985612"
"139","AUS","2000","617","0.447325769854133","26.3841166936791","178.388617886179","74.3869918699187","1.44732576985413","0.118314424635332","0.160453808752026","0.275526742301459"
"140","AUS","2004","470","0.429787234042553","26.431914893617","178.982978723404","75.236170212766","1.61063829787234","0.168085106382979","0.253191489361702","0.31063829787234"
"141","AUS","2008","432","0.460648148148148","26.4351851851852","177.921296296296","73.5925925925926","1.60416666666667","0.138888888888889","0.238425925925926","0.31712962962963"
"142","AUS","2012","405","0.454320987654321","26.4296296296296","179.187654320988","74.3589743589744","1.6716049382716","0.14320987654321","0.239506172839506","0.269135802469136"
"143","AUT","1896","4","0","21.25","","","1","0","0","1"
"144","AUT","1900","16","0","26.7","176.5","","1","0","0","0.3125"
"145","AUT","1904","2","0","26","169.5","","1.5","0.5","0.5","1.5"
"146","AUT","1906","41","0","27.0555555555556","180","114","1","0","0","0.219512195121951"
"147","AUT","1908","7","0","24.7142857142857","180","72","1.28571428571429","0.285714285714286","0.285714285714286","0.142857142857143"
"148","AUT","1912","86","0.0697674418604651","25.6588235294118","179.666666666667","69.875","1.06976744186047","0","0","0.162790697674419"
"149","AUT","1924","49","0.0612244897959184","28.3333333333333","174.5","76.3333333333333","1.04081632653061","0","0","0.0816326530612245"
"150","AUT","1928","73","0.0821917808219178","32.52","174","83.1428571428571","1.10958904109589","0.0136986301369863","0.0136986301369863","0.0684931506849315"
"151","AUT","1932","19","0.105263157894737","36.5294117647059","175.777777777778","","1.21052631578947","0.105263157894737","0.105263157894737","0.210526315789474"
"152","AUT","1936","234","0.0726495726495727","30.8222222222222","175.846153846154","72.4736842105263","1.07692307692308","0.00427350427350427","0.00427350427350427","0.230769230769231"
"153","AUT","1948","148","0.216216216216216","33.0144927536232","175.6","73.3076923076923","1.18243243243243","0.0135135135135135","0.027027027027027","0.0540540540540541"
"154","AUT","1952","112","0.1875","26.3571428571429","174","73","1.3125","0.0178571428571429","0.0357142857142857","0.0267857142857143"
"155","AUT","1956","34","0.147058823529412","28.4242424242424","173.6","71.7142857142857","1.55882352941176","0.0588235294117647","0.147058823529412","0.117647058823529"
"156","AUT","1960","103","0.203883495145631","25.7227722772277","173.604938271605","70.0625","1.25242718446602","0.029126213592233","0.0388349514563107","0.029126213592233"
"157","AUT","1964","59","0.186440677966102","25.0508474576271","176.593220338983","74.8305084745763","1.44067796610169","0.0508474576271186","0.0847457627118644","0"
"158","AUT","1968","43","0.186046511627907","26.3953488372093","178.809523809524","75.7857142857143","1.58139534883721","0","0","0.116279069767442"
"159","AUT","1972","111","0.126126126126126","26.5225225225225","177.790909090909","75.1545454545455","1.35135135135135","0.045045045045045","0.045045045045045","0.027027027027027"
"160","AUT","1976","60","0.1","27.25","178.416666666667","76.2","1.7","0.0166666666666667","0.0666666666666667","0.0166666666666667"
"161","AUT","1980","83","0.228915662650602","24.6626506024096","177.530120481928","73.5421686746988","1.32530120481928","0","0.0120481927710843","0.0602409638554217"
"162","AUT","1984","102","0.303921568627451","25.5686274509804","177.217821782178","74.4411764705882","1.36274509803922","0.0490196078431373","0.0588235294117647","0.0294117647058824"
"163","AUT","1988","73","0.0958904109589041","26.8082191780822","181.041666666667","78.2222222222222","1.47945205479452","0.0273972602739726","0.0547945205479452","0.0136986301369863"
"164","AUT","1992","102","0.303921568627451","26.3529411764706","179.458333333333","74.8854166666667","1.49019607843137","0.0196078431372549","0.0686274509803922","0.0588235294117647"
"165","AUT","1996","72","0.222222222222222","27.1527777777778","179.513888888889","73.3194444444444","1.65277777777778","0.0555555555555556","0.0833333333333333","0.0416666666666667"
"166","AUT","2000","92","0.402173913043478","26.8586956521739","179.380434782609","72.3695652173913","1.58695652173913","0.0217391304347826","0.0652173913043478","0.0434782608695652"
"167","AUT","2004","74","0.27027027027027","27.9189189189189","179.351351351351","72.945945945946","1.7027027027027","0.027027027027027","0.0405405405405405","0.0945945945945946"
"168","AUT","2008","70","0.428571428571429","27.5428571428571","177.385714285714","69.7571428571429","1.77142857142857","0.1","0.128571428571429","0.0428571428571429"
"169","AUT","2012","70","0.442857142857143","28.0714285714286","177.371428571429","69.8285714285714","1.95714285714286","0.0142857142857143","0.0571428571428571","0"
"170","AZE","1996","23","0.130434782608696","24.5652173913043","172.842105263158","72.2","1.17391304347826","0.0434782608695652","0.0434782608695652","0.0434782608695652"
"171","AZE","2000","31","0.193548387096774","25.9354838709677","171.133333333333","70.4666666666667","1.29032258064516","0.0645161290322581","0.0645161290322581","0.0967741935483871"
"172","AZE","2004","36","0.166666666666667","26.0555555555556","172.777777777778","71.9444444444444","1.41666666666667","0.0833333333333333","0.111111111111111","0.138888888888889"
"173","AZE","2008","44","0.318181818181818","23.75","171.159090909091","69.1818181818182","1.29545454545455","0.0454545454545455","0.0681818181818182","0.159090909090909"
"174","AZE","2012","52","0.269230769230769","24.8269230769231","173.176470588235","72.9130434782609","1.44230769230769","0.0961538461538462","0.0961538461538462","0.192307692307692"
"175","BAH","1952","7","0","32.8571428571429","181","88.25","1.28571428571429","0","0","0"
"176","BAH","1956","4","0","31.5","182","86.75","2.25","0","0","0.5"
"177","BAH","1960","13","0","32.7692307692308","177.230769230769","80.7692307692308","1.76923076923077","0.153846153846154","0.153846153846154","0"
"178","BAH","1964","11","0","33.5454545454545","176.727272727273","78.2727272727273","2.09090909090909","0","0.0909090909090909","0.181818181818182"
"179","BAH","1968","16","0","29.625","180.875","79.1875","2.0625","0.0625","0.125","0"
"180","BAH","1972","20","0.05","28.6","181.7","75.4","1.85","0","0.1","0"
"181","BAH","1976","11","0.0909090909090909","22.9090909090909","180.666666666667","74.2222222222222","1.27272727272727","0","0","0"
"182","BAH","1984","22","0.227272727272727","23.0454545454545","177.227272727273","70.4545454545455","1.09090909090909","0","0","0"
"183","BAH","1988","16","0.25","27.6875","178.333333333333","74.6","1.875","0","0.125","0"
"184","BAH","1992","14","0.142857142857143","24.9285714285714","180.583333333333","76.75","1.5","0","0","0.0714285714285714"
"185","BAH","1996","26","0.269230769230769","27.9230769230769","179.086956521739","74.304347826087","1.53846153846154","0.0384615384615385","0.0384615384615385","0.192307692307692"
"186","BAH","2000","25","0.36","27.04","177.76","73.6","1.92","0.2","0.2","0.4"
"187","BAH","2004","22","0.409090909090909","25.6818181818182","175.136363636364","73.5454545454545","1.95454545454545","0.136363636363636","0.227272727272727","0.0909090909090909"
"188","BAH","2008","25","0.36","26.4","176.44","71.44","2.12","0.08","0.28","0.28"
"189","BAH","2012","21","0.428571428571429","26","177.888888888889","70.1111111111111","2.0952380952381","0.19047619047619","0.476190476190476","0.19047619047619"
"190","BAN","1984","1","0","21","162","60","1","0","0","0"
"191","BAN","1988","6","0","24.5","170.5","63","1","0","0","0"
"192","BAN","1992","6","0.166666666666667","25","169.25","62.75","1.33333333333333","0","0","0"
"193","BAN","1996","4","0.25","22.75","164","55.5","1","0","0","0"
"194","BAN","2000","5","0.6","20","159","56.6","1","0","0","0"
"195","BAN","2004","4","0.25","19.25","168","59","1.25","0","0","0"
"196","BAN","2008","5","0.4","24.4","165","59","1.4","0","0","0"
"197","BAN","2012","5","0.2","20.6","166.8","63.2","1","0","0","0"
"198","BAR","1968","9","0","25.2222222222222","171.222222222222","69.2222222222222","1","0","0","0"
"199","BAR","1972","13","0.384615384615385","26.6153846153846","168","70.7777777777778","1.23076923076923","0","0","0"
"200","BAR","1976","11","0.181818181818182","23.8181818181818","169.636363636364","66.1818181818182","1.27272727272727","0","0","0"
"201","BAR","1984","16","0.1875","24.4666666666667","176.333333333333","69.6666666666667","1.0625","0","0","0"
"202","BAR","1988","17","0.0588235294117647","24","173.4","73.2222222222222","1.17647058823529","0","0","0"
"203","BAR","1992","17","0.0588235294117647","27","180.4","75.6","1.17647058823529","0","0","0"
"204","BAR","1996","13","0.153846153846154","22.7692307692308","176.583333333333","76.75","1.15384615384615","0","0","0"
"205","BAR","2000","18","0.333333333333333","23.6666666666667","176.888888888889","74.1666666666667","1.5","0","0","0.0555555555555556"
"206","BAR","2004","10","0.1","25.1","180.7","82.5","1.9","0.1","0.1","0"
"207","BAR","2008","8","0.125","22.25","182.375","77.375","1.25","0","0","0"
"208","BAR","2012","6","0","23","183.333333333333","74.5","1.5","0","0","0"
"209","BDI","1996","7","0.142857142857143","25.4285714285714","175.428571428571","60.8571428571429","1","0","0","0.142857142857143"
"210","BDI","2000","6","0.166666666666667","25.1666666666667","178.166666666667","59.8333333333333","1.5","0.166666666666667","0.166666666666667","0"
"211","BDI","2004","7","0.285714285714286","25","171","57.1428571428571","1.42857142857143","0","0","0"
"212","BDI","2008","3","0.666666666666667","24.3333333333333","162.666666666667","48.3333333333333","1.66666666666667","0","0","0"
"213","BDI","2012","6","0.666666666666667","21.8333333333333","172","63.8333333333333","1.33333333333333","0","0","0"
"214","BEL","1900","64","0","30.4814814814815","","64.5","1","0","0","0.640625"
"215","BEL","1906","17","0","23.5","","79","1.05882352941176","0","0","0.588235294117647"
"216","BEL","1908","74","0","26.5789473684211","173.5","70.4","1.14864864864865","0.148648648648649","0.148648648648649","0.432432432432432"
"217","BEL","1912","40","0.025","26.5135135135135","180","79.5","1.425","0.25","0.3","0.45"
"218","BEL","1920","343","0.0291545189504373","29.4431818181818","174.909090909091","70.875","1.08746355685131","0.032069970845481","0.0495626822157434","0.486880466472303"
"219","BEL","1924","174","0.0344827586206897","29.3271028037383","176.888888888889","71.6428571428571","1.44252873563218","0.166666666666667","0.224137931034483","0.21264367816092"
"220","BEL","1928","190","0.0631578947368421","27.97","177.625","74.5","1.26842105263158","0.068421052631579","0.1","0.0263157894736842"
"221","BEL","1932","36","0.194444444444444","29","185","","1.13888888888889","0","0","0.0277777777777778"
"222","BEL","1936","150","0.0333333333333333","28.7080291970803","170.4","63.3333333333333","1.18","0.00666666666666667","0.04","0.0933333333333333"
"223","BEL","1948","152","0.131578947368421","28.4489795918367","177","72.2222222222222","1.19078947368421","0.0131578947368421","0.0131578947368421","0.0986842105263158"
"224","BEL","1952","135","0.037037037037037","26.0666666666667","175.842105263158","72.9523809523809","1.25925925925926","0.0296296296296296","0.0296296296296296","0.0518518518518519"
"225","BEL","1956","57","0.0701754385964912","25.625","174.916666666667","71.4166666666667","1.42105263157895","0.0526315789473684","0.0701754385964912","0.0350877192982456"
"226","BEL","1960","101","0.0792079207920792","26.1584158415842","175.158415841584","71.5148514851485","1.43564356435644","0.0198019801980198","0.0198019801980198","0.0396039603960396"
"227","BEL","1964","61","0.0163934426229508","25.5409836065574","177.383333333333","74.7166666666667","1.73770491803279","0.0163934426229508","0.0491803278688525","0.0491803278688525"
"228","BEL","1968","82","0.0609756097560976","23.6707317073171","178.1125","73.4625","1.29268292682927","0.0121951219512195","0.0121951219512195","0.0365853658536585"
"229","BEL","1972","88","0.0681818181818182","25.0681818181818","176.333333333333","73.3058823529412","1.36363636363636","0.0113636363636364","0.0227272727272727","0.0227272727272727"
"230","BEL","1976","101","0.257425742574257","23.7524752475248","177.33","71.61","1.43564356435644","0.0198019801980198","0.0297029702970297","0.0693069306930693"
"231","BEL","1980","59","0.271186440677966","24.2203389830508","176.542372881356","68.9491525423729","1.50847457627119","0.0169491525423729","0.0508474576271186","0.0169491525423729"
"232","BEL","1984","63","0.253968253968254","24.7777777777778","176","71.3015873015873","1.26984126984127","0.0158730158730159","0.0476190476190476","0.0793650793650794"
"233","BEL","1988","59","0.406779661016949","25.0169491525424","175.155172413793","70.140350877193","1.32203389830508","0.0508474576271186","0.0677966101694915","0.0338983050847458"
"234","BEL","1992","68","0.367647058823529","25.8235294117647","176.925373134328","72.1969696969697","1.51470588235294","0.0294117647058824","0.0735294117647059","0.0441176470588235"
"235","BEL","1996","61","0.327868852459016","26.9508196721311","178.696428571429","72.2857142857143","1.59016393442623","0.0491803278688525","0.0655737704918033","0.0983606557377049"
"236","BEL","2000","68","0.470588235294118","27.25","176.132352941176","69.0294117647059","1.57352941176471","0.0882352941176471","0.0882352941176471","0.102941176470588"
"237","BEL","2004","50","0.38","28.62","176.68","67.86","1.74","0.04","0.12","0.06"
"238","BEL","2008","94","0.180851063829787","25.4893617021277","179.936170212766","71.3297872340426","1.38297872340426","0.0212765957446809","0.0425531914893617","0.0531914893617021"
"239","BEL","2012","111","0.378378378378378","27.2432432432432","177.567567567568","70.5405405405405","1.5045045045045","0.018018018018018","0.036036036036036","0.027027027027027"
"240","BEN","1972","3","0","23","158","51","1","0","0","0"
"241","BEN","1980","16","0.0625","24","169.428571428571","62.7142857142857","1","0","0","0"
"242","BEN","1984","3","0","25.3333333333333","170.666666666667","64.3333333333333","1.33333333333333","0","0","0"
"243","BEN","1988","7","0.142857142857143","28","177","67.8571428571429","1","0","0","0"
"244","BEN","1992","6","0.333333333333333","22.4","173.166666666667","69","1","0","0","0"
"245","BEN","1996","5","0.2","26.4","173.8","70.2","1.6","0","0","0"
"246","BEN","2000","4","0.25","25.75","172.25","67.75","2","0","0","0"
"247","BEN","2004","4","0.5","22.75","174.5","67.75","1","0","0","0"
"248","BEN","2008","5","0.4","24.4","173.4","64.2","1.6","0","0","0"
"249","BEN","2012","5","0.2","26.2","174.6","65.25","1.2","0","0","0"
"250","BER","1936","5","0","22.8","","","1","0","0","0"
"251","BER","1948","12","0.166666666666667","21.3333333333333","185","","1","0","0","0"
"252","BER","1952","6","0.333333333333333","22.1666666666667","","","1.66666666666667","0","0","0"
"253","BER","1956","3","0","42","169","74","1","0","0","0"
"254","BER","1960","9","0","38.8888888888889","174","78.2857142857143","1.22222222222222","0","0","0"
"255","BER","1964","4","0","25.5","177","73","1","0","0","0"
